"","Taxon","Family","Subfamily","Clade","Tree.Genus","Constraint","Scientific.Name","Genes","Length"
"Lerista_nichollsi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista nichollsi",3,2021
"Lerista_occulta","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista occulta",NA,NA
"Lerista_onsloviana","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista onsloviana",3,1860
"Lerista_orientalis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista orientalis",3,2041
"Lerista_petersoni","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista petersoni",3,2009
"Lerista_picturata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista picturata",3,2013
"Lerista_planiventralis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista planiventralis",3,2044
"Lerista_praefrontalis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista praefrontalis",NA,NA
"Lerista_praepedita","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista praepedita",5,3571
"Lerista_punctatovittata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista punctatovittata",3,2058
"Lerista_puncticauda","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista puncticauda",3,2064
"Lerista_quadrivincula","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista quadrivincula",NA,NA
"Lerista_rhodonoides","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista rhodonoides",NA,NA
"Lerista_robusta","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista robusta",3,2056
"Lerista_rochfordensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista rochfordensis",NA,NA
"Lerista_rolfei","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista rolfei",NA,NA
"Lerista_separanda","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista separanda",NA,NA
"Lerista_simillima","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista simillima",3,2034
"Lerista_speciosa","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista speciosa",3,2006
"Lerista_stictopleura","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista stictopleura",3,1975
"Lerista_storri","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista storri",NA,NA
"Lerista_stylis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista stylis",3,2047
"Lerista_taeniata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista taeniata",3,2059
"Lerista_talpina","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista talpina",NA,NA
"Lerista_terdigitata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista terdigitata",4,2857
"Lerista_tridactyla","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista tridactyla",3,2055
"Lerista_uniduo","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista uniduo",3,2045
"Lerista_varia","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista varia",3,2041
"Lerista_verhmens","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista verhmens",NA,NA
"Lerista_vermicularis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista vermicularis",3,1994
"Lerista_viduata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista viduata",3,1910
"Lerista_vittata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista vittata",NA,NA
"Lerista_walkeri","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista walkeri",3,1995
"Lerista_wilkinsi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista wilkinsi",3,2019
"Lerista_xanthura","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista xanthura",3,2051
"Lerista_yuna","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista yuna",3,2040
"Lerista_zietzi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista zietzi",3,2018
"Lerista_zonulata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lerista","Lerista","Lerista zonulata",3,2019
"Lipinia_albodorsalis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia albodorsalis",NA,NA
"Lipinia_auriculata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia auriculata",NA,NA
"Lipinia_cheesmanae","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia cheesmanae",NA,NA
"Lipinia_inexpectata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia inexpectata",NA,NA
"Lipinia_infralineolata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia infralineolata",NA,NA
"Lipinia_leptosoma","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia leptosoma",NA,NA
"Lipinia_longiceps","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia longiceps",NA,NA
"Lipinia_macrotympanum","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia macrotympanum",NA,NA
"Lipinia_miangensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia miangensis",NA,NA
"Lipinia_nitens","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia nitens",NA,NA
"Lipinia_nototaenia","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia nototaenia",NA,NA
"Lipinia_occidentalis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia occidentalis",NA,NA
"Lipinia_pulchella","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia pulchella",7,4947
"Lipinia_pulchra","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia pulchra",NA,NA
"Lipinia_quadrivittata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia quadrivittata",NA,NA
"Lipinia_rabori","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia rabori",NA,NA
"Lipinia_rouxi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia rouxi",NA,NA
"Lipinia_sekayuensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia sekayuensis",NA,NA
"Lipinia_semperi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia semperi",NA,NA
"Lipinia_septentrionalis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia septentrionalis",NA,NA
"Lipinia_subvittata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia subvittata",NA,NA
"Lipinia_surda","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia surda",NA,NA
"Lipinia_venemai","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia venemai",NA,NA
"Lipinia_vulcania","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia vulcania",NA,NA
"Lipinia_zamboangensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia","Lipinia","Lipinia zamboangensis",NA,NA
"Lipinia_noctua","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia_1","Lipinia","Lipinia noctua",7,4841
"Lipinia_relicta","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia_2","Lipinia","Lipinia relicta",1,966
"Lipinia_vittigera","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Lipinia_3","Lipinia","Lipinia vittigera",2,1184
"Nangura_spinosa","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Nangura","Nangura","Nangura spinosa",5,3630
"Notoscincus_butleri","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Notoscincus","Notoscincus","Notoscincus butleri",NA,NA
"Notoscincus_ornatus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Notoscincus","Notoscincus","Notoscincus ornatus",5,3574
"Ophioscincus_cooloolensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ophioscincus","Ophioscincus","Ophioscincus cooloolensis",NA,NA
"Ophioscincus_ophioscincus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ophioscincus","Ophioscincus","Ophioscincus ophioscincus",4,2937
"Ophioscincus_truncatus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Ophioscincus","Ophioscincus","Ophioscincus truncatus",4,2881
"Otosaurus_cumingi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Otosaurus","Otosaurus","Otosaurus cumingi",5,3260
"Papuascincus_morokanus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Papuascincus","Papuascincus","Papuascincus morokanus",NA,NA
"Papuascincus_phaeodes","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Papuascincus","Papuascincus","Papuascincus phaeodes",NA,NA
"Papuascincus_stanleyanus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Papuascincus","Papuascincus","Papuascincus stanleyanus",5,3265
"Parvoscincus_abstrusus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus abstrusus",1,1020
"Parvoscincus_agtorum","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus agtorum",1,855
"Parvoscincus_arvindiesmosi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus arvindiesmosi",1,1020
"Parvoscincus_aurorus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus aurorus",1,1020
"Parvoscincus_banahaoensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus banahaoensis",1,1020
"Parvoscincus_beyeri","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus beyeri",5,3270
"Parvoscincus_boyingi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus boyingi",5,3290
"Parvoscincus_decipiens","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus decipiens",5,3190
"Parvoscincus_duwendorum","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus duwendorum",1,1020
"Parvoscincus_hadros","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus hadros",3,2182
"Parvoscincus_igorotorum","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus igorotorum",5,3260
"Parvoscincus_jimmymcguirei","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus jimmymcguirei",1,1020
"Parvoscincus_kitangladensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus kitangladensis",5,3287
"Parvoscincus_laterimaculatus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus laterimaculatus",5,3272
"Parvoscincus_lawtoni","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus lawtoni",5,3285
"Parvoscincus_leucospilos","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus leucospilos",5,3269
"Parvoscincus_luzonense","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus luzonense",5,3253
"Parvoscincus_manananggalae","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus manananggalae",1,1020
"Parvoscincus_palaliensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus palaliensis",1,1020
"Parvoscincus_palawanensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus palawanensis",NA,NA
"Parvoscincus_sisoni","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus sisoni",5,3271
"Parvoscincus_steerei","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus steerei",5,3275
"Parvoscincus_tagapayo","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus tagapayo",5,3288
"Parvoscincus_tikbalangi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Parvoscincus","Parvoscincus","Parvoscincus tikbalangi",1,927
"Pinoyscincus_abdictus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Pinoyscincus","Pinoyscincus","Pinoyscincus abdictus",5,3259
"Pinoyscincus_coxi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Pinoyscincus","Pinoyscincus","Pinoyscincus coxi",5,3285
"Pinoyscincus_jagori","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Pinoyscincus","Pinoyscincus","Pinoyscincus jagori",5,3264
"Pinoyscincus_llanosi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Pinoyscincus","Pinoyscincus","Pinoyscincus llanosi",5,3283
"Pinoyscincus_mindanensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Pinoyscincus","Pinoyscincus","Pinoyscincus mindanensis",5,3286
"Prasinohaema_flavipes","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Prasinohaema","Prasinohaema","Prasinohaema flavipes",NA,NA
"Prasinohaema_parkeri","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Prasinohaema","Prasinohaema","Prasinohaema parkeri",NA,NA
"Prasinohaema_prehensicauda","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Prasinohaema","Prasinohaema","Prasinohaema prehensicauda",NA,NA
"Prasinohaema_semoni","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Prasinohaema","Prasinohaema","Prasinohaema semoni",NA,NA
"Prasinohaema_virens","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Prasinohaema","Prasinohaema","Prasinohaema virens",5,3659
"Saiphos_equalis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Saiphos","Saiphos","Saiphos equalis",6,3592
"Scincella_apraefrontalis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella apraefrontalis",NA,NA
"Scincella_assatus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella assatus",5,3205
"Scincella_barbouri","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella barbouri",NA,NA
"Scincella_boettgeri","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella boettgeri",1,990
"Scincella_capitanea","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella capitanea",NA,NA
"Scincella_caudaequinae","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella caudaequinae",NA,NA
"Scincella_cherriei","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella cherriei",5,3630
"Scincella_darevskii","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella darevskii",NA,NA
"Scincella_devorator","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella devorator",NA,NA
"Scincella_doriae","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella doriae",NA,NA
"Scincella_forbesora","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella forbesora",NA,NA
"Scincella_formosensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella formosensis",1,990
"Scincella_gemmingeri","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella gemmingeri",4,2586
"Scincella_huanrenensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella huanrenensis",NA,NA
"Scincella_incerta","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella incerta",NA,NA
"Scincella_inconspicua","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella inconspicua",NA,NA
"Scincella_kikaapoa","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella kikaapoa",NA,NA
"Scincella_lateralis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella lateralis",11,10127
"Scincella_macrotis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella macrotis",NA,NA
"Scincella_melanosticta","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella melanosticta",NA,NA
"Scincella_modesta","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella modesta",1,990
"Scincella_monticola","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella monticola",NA,NA
"Scincella_ochracea","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella ochracea",NA,NA
"Scincella_potanini","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella potanini",2,1242
"Scincella_przewalskii","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella przewalskii",NA,NA
"Scincella_punctatolineata","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella punctatolineata",NA,NA
"Scincella_rara","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella rara",NA,NA
"Scincella_reevesii","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella reevesii",9,7457
"Scincella_rufocaudatus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella rufocaudatus",1,486
"Scincella_rupicola","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella rupicola",4,2436
"Scincella_schmidti","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella schmidti",NA,NA
"Scincella_silvicola","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella silvicola",NA,NA
"Scincella_tsinlingensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella tsinlingensis",2,1242
"Scincella_vandenburghi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella vandenburghi",NA,NA
"Scincella_victoriana","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Scincella","Scincella","Scincella victoriana",NA,NA
"Silvascincus_murrayi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Silvascincus","Silvascincus","Silvascincus murrayi",4,2864
"Silvascincus_tryoni","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Silvascincus","Silvascincus","Silvascincus tryoni",3,1968
"Sphenomorphus_aignanus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Sphenomorphus","Sphenomorphus","Sphenomorphus aignanus",NA,NA
"Sphenomorphus_alfredi","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Sphenomorphus","Sphenomorphus","Sphenomorphus alfredi",NA,NA
"Sphenomorphus_annectens","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Sphenomorphus","Sphenomorphus","Sphenomorphus annectens",NA,NA
"Sphenomorphus_anomalopus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Sphenomorphus","Sphenomorphus","Sphenomorphus anomalopus",NA,NA
"Sphenomorphus_anotus","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Sphenomorphus","Sphenomorphus","Sphenomorphus anotus",NA,NA
"Sphenomorphus_bacboensis","Sauria","Scincidae","Sphenomorphinae","Sphenomorphinae","Sphenomorphus","Sphenomorphus","Sphenomorphus bacboensis",NA,NA
