"","X12S","X16S","AMEL","BDNF","BMP2","CMOS","COI","CYTB","ND1","ND2","ND4","NT3","PDC","PRLR","R35","RAG1","RAG2"
"Goniurosaurus_araneus","AB308453","AB308460","","","","HQ426537","","","AB308468","JX041364","","","HQ426197","","","HQ426286","HQ426455"
"Goniurosaurus_bawanglingensis","","","","","","","","","","","","","","","","",""
"Goniurosaurus_catbaensis","","EU499389","","","","","","","","","","","","","","",""
"Goniurosaurus_hainanensis","","KC765080","","","","","","","","","","","","","","",""
"Goniurosaurus_huuliensis","","","","","","","","","","","","","","","","",""
"Goniurosaurus_kuroiwae","AB028751","AB028763","","HQ876232","","HQ876393","","AB827799","AB308469","AB308469","","","","","HQ876373","HQ876449",""
"Goniurosaurus_liboensis","","KC900230","","","","","","","","","","","","","","",""
"Goniurosaurus_lichtenfelderi","AB308455","JF799756","","","","","HM362983","","AB308470","AB308470","","","","","","",""
"Goniurosaurus_luii","EF081253","EU499391","","","","EF081254","KM455054","NC_026105","AB308471","JX041365","NC_026105","","HQ426198","","","HQ426287","HQ426456"
"Goniurosaurus_orientalis","","","","","","","","","","","","","","","","",""
"Goniurosaurus_splendens","","","","","","","","","","","","","","","","",""
"Goniurosaurus_toyamai","","","","","","","","","","","","","","","","",""
"Goniurosaurus_yamashinae","","","","","","","","","","","","","","","","",""
"Goniurosaurus_yingdeensis","","KC765082","","","","","","","","","","","","","","",""
"Goniurosaurus_zhelongi","","KJ423105","","","","","","","","","","","","","","",""
"Gonocephalus_abbotti","","","","","","","","","","","","","","","","",""
"Gonocephalus_bellii","","","","","","","","","","","","","","","","",""
"Gonocephalus_beyschlagi","","","","","","","","","","","","","","","","",""
"Gonocephalus_bornensis","AB070377","AB070380","","","","","","","","","","","","","","",""
"Gonocephalus_chamaeleontinus","AB070376","AB070379","","","","AF137526","","","","","","","","","","",""
"Gonocephalus_doriae","","","","","","","","","","","","","","","","",""
"Gonocephalus_grandis","AB031966","AB031983","","","","","","AB263939","AF128496","AF128496","","","","","","",""
"Gonocephalus_interruptus","","","","","","","","","","","","","","","","",""
"Gonocephalus_klossi","","","","","","","","","","","","","","","","",""
"Gonocephalus_kuhlii","","","","DQ340726","","DQ340681","","","","","","","","","","",""
"Gonocephalus_lacunosus","","","","","","","","","","","","","","","","",""
"Gonocephalus_liogaster","","","","","","","","","","","","","","","","",""
"Gonocephalus_megalepis","","","","","","","","","","","","","","","","",""
"Gonocephalus_mjobergi","","","","","","","","","","","","","","","","",""
"Gonocephalus_robinsonii","AB070378","AB070381","","","","","","","","","","","","","","",""
"Gonocephalus_semperi","","","","","","","","","","","","","","","","",""
"Gonocephalus_sophiae","","","","","","","","","","","","","","","","",""
"Graciliscincus_shonae","","","","","","DQ675412","","","","DQ675207","","","","","","KF130822",""
"Gymnodactylus_amarali","","JN935544","","","","JN935470","","KM283281","","JX041366","","","HQ426199","","","JN935429","HQ426457"
"Gymnodactylus_darwinii","","","","","","","","AY630367","","","","","","","","",""
"Gymnodactylus_geckoides","KJ484232","","","","","","","AY630399","","","","","","KJ484291","","",""
"Gymnodactylus_guttulatus","","","","","","","","","","","","","","","","",""
"Gymnodactylus_vanzolinii","","","","","","","","","","","","","","","","",""
"Gymnophthalmus_cryptus","AF101362","AF101362","","","","","","","","","","","","","","",""
"Gymnophthalmus_leucomystax","AF101363","AF101363","","","","AF420824","","","","","AF420906","","","","","",""
"Gymnophthalmus_lineatus","","","","","","","","","","","","","","","","",""
"Gymnophthalmus_pleei","AF101364","AF101364","","","","","","","","","","","","","","",""
"Gymnophthalmus_speciosus","AF101367","AF101367","","","","","","","","","","","","","","",""
"Gymnophthalmus_underwoodi","AF101369","AF101369","","","","","","","","","","","","","","AY487364",""
"Gymnophthalmus_vanzoi","AF420687","AF420743","","","","AF420827","","","","","AF420867","","","","","",""
"Haackgreerius_miopus","","","","","","","","","","","","","","","","",""
"Haemodracon_riebeckii","","","","","","EU293672","","","","JX041367","","","EU293695","","","EU293627","EU293717"
"Haemodracon_trachyrhinus","","","","","","","","","","","","","","","","",""
"Hakaria_simonyi","AY649122","AY308291","","","","AY818807","","FJ972232","","","","","","","","",""
"Harpesaurus_beccarii","","","","","","","","","","","","","","","","",""
"Harpesaurus_borneensis","","","","","","","","","","","","","","","","",""
"Harpesaurus_ensicauda","","","","","","","","","","","","","","","","",""
"Harpesaurus_modiglianii","","","","","","","","","","","","","","","","",""
"Harpesaurus_tricinctus","","","","","","","","","","","","","","","","",""
"Harrisoniascincus_zia","","AY626713","","","","","","","","DQ675264","AY626666","","","","","DQ675344",""
"Heliobolus_lugubris","JX962890","DQ871142","","","","EF632261","","JX962945","","DQ871084","HF547729","","","JX963014","","DQ871200","JX963052"
"Heliobolus_neumanni","","","","","","","","","","","","","","","","",""
"Heliobolus_nitidus","","","","","","","","","","","","","","","","",""
"Heliobolus_spekii","AF206608","AF206608","","","","EF632262","AF206583","AF206544","","","","","","","","EF632217",""
"Hellenolacerta_graeca","GQ142077","GQ142100","","","","EF632269","KF003295","GQ142128","","","","","","","","EF632225",""
"Heloderma_horridum","AJ563605","","","GU457855","JN614217","JN090140","","","AF407539","AF407539","","GU456011","","JN880841","JN703066","GU457978",""
"Heloderma_suspectum","NC_008776","NC_008776","FJ434034","FJ433955","JQ844997","AY487348","KJ917183","NC_008776","AF407540","AF407540","AB167711","FJ434061","HQ426254","JN880842","DQ119617","AY662606","DQ119635"
"Hemicordylus_capensis","HQ167143","HQ167253","","","","AY818770","","","","HQ167033","","","","HQ167584","","",""
"Hemicordylus_nebulosus","HQ167151","HQ167261","","","","","","","","HQ167040","","","","HQ167591","","",""
"Hemidactylus_aaronbaueri","HM595677","","","","","","","HM595641","","","","","HM622367","","","HM622352",""
"Hemidactylus_acanthopholis","","","","","","","","","","","","","","","","",""
"Hemidactylus_agrius","DQ120433","","","","","","","DQ120262","","","","","","","","",""
"Hemidactylus_albituberculatus","","","","","","","","","","","","","","","","",""
"Hemidactylus_albivertebralis","","","","","","","","","","","","","","","","",""
"Hemidactylus_albofasciatus","HM595679","","","","","","","HM595643","","EU268378","","","","","","",""
"Hemidactylus_albopunctatus","KC818657","","","","","KC818745","","KC818794","","","","","","","","KC818952","KC819017"
"Hemidactylus_alkiyumii","JQ957094","","","","","KC818746","","KC818805","","","JQ957316","","","","","KC818955","JQ957401"
"Hemidactylus_anamallensis","KC735101","","","","","KC735114","","","","","","","KC735095","","","KC735088",""
"Hemidactylus_angulatus","EF202134","","","","","KC818749","","KC818813","","HM559620","EU268430","","EU268336","","","HM559686","KC819018"
"Hemidactylus_ansorgii","","","","","","","","","","","","","","","","",""
"Hemidactylus_aporus","","","","","","","","","","","","","","","","",""
"Hemidactylus_aquilonius","","","","","","","","","","","","","","","","",""
"Hemidactylus_arnoldi","","","","","","","","","","","","","","","","",""
"Hemidactylus_barbierii","","","","","","","","","","","","","","","","",""
"Hemidactylus_barodanus","KC818668","","","","","KC818750","","KC818814","","","","","","","","KC818957","KC819021"
"Hemidactylus_bavazzanoi","","","","","","","","","","","","","","","","",""
"Hemidactylus_bayonii","","","","","","","","","","","","","","","","",""
"Hemidactylus_beninensis","","","","","","","","","","","","","","","","",""
"Hemidactylus_biokoensis","","","","","","","","","","","","","","","","",""
"Hemidactylus_bouvieri","AF324808","","","","","AY863042","","DQ120253","","","","","","","","","EF540731"
"Hemidactylus_bowringii","AF323515","NC_025938","","","","","NC_025938","EU268405","KM508815","EU268374","EU268436","","EU268343","","","HQ902534",""
"Hemidactylus_brasilianus","DQ120428","","","","","HQ426523","","DQ120257","","EU268351","EU268414","","EU268320","","","EU268290","HQ426439"
"Hemidactylus_brookii","HM180306","AY517569","","HM180358","","KC735118","","GQ375294","","EU268366","EU268429","","EU268344","","","EU268314","KJ131425"
"Hemidactylus_citernii","KC818670","","","","","KC818751","","KC818815","","","JQ957320","","","","","KC818958","JQ957406"
"Hemidactylus_coalescens","","","","","","","","","","","","","","","","",""
"Hemidactylus_craspedotus","","","","","","","","HM559586","","HM559618","","","HM559651","","","HM559684",""
"Hemidactylus_curlei","","","","","","","","","","","","","","","","",""
"Hemidactylus_dawudazraqi","KC818674","","","","","JQ957161","","HQ833757","","","JQ957395","","","","","KC818959","JQ957440"
"Hemidactylus_depressus","","","","","","","","HM559594","","HM559625","","","HM559659","","","HM559692",""
"Hemidactylus_dracaenacolus","DQ120380","","","","","KC818753","","DQ120209","","","JQ982702","","","","","","KC819023"
"Hemidactylus_echinus","","","","","","","","","","","","","","","","",""
"Hemidactylus_endophis","","","","","","","","","","","","","","","","",""
"Hemidactylus_eniangii","","","","","","","","","","","","","","","","",""
"Hemidactylus_fasciatus","DQ852724","","","HM180377","","JQ945577","","EU268403","","EU268371","EU268416","","EU268340","","","JQ945311",""
"Hemidactylus_festivus","JQ957097","","","","","JQ957125","","KC818821","","","JQ957322","","","","","KC818964","JQ957408"
"Hemidactylus_flaviviridis","KF057086","AY496699","","","","KC818754","","KC818825","","EU268355","JQ957326","","EU268325","","","HM559694","JQ957411"
"Hemidactylus_forbesii","DQ120339","","","","","KC818756","","DQ120168","","","JQ982707","","","","","",""
"Hemidactylus_foudaii","KC818677","","","","","KC818757","","DQ120214","","","JQ957327","","","","","KC818968","JQ957413"
"Hemidactylus_frenatus","NC_012902","NC_012902","","","","EU116684","EU549817","NC_012902","NC_012902","JX519468","GQ245970","EU108026","EF534855","","","FJ855441","EF534982"
"Hemidactylus_funaiolii","KC818678","","","","","KC818758","","KC818827","","","","","","","","KC818969","KC819030"
"Hemidactylus_garnotii","DQ120463","","","","","","","JF772112","","EU268364","EU268426","","EU268333","","","EU268302",""
"Hemidactylus_giganteus","KF057088","","","","","KC735120","","HM559598","","HM559632","","","HM559665","","","HM622358",""
"Hemidactylus_gleadowi","","","","","","","","","","","","","","","","",""
"Hemidactylus_gracilis","HM595696","","","","","","","HM595659","","EU268379","","","HM622374","","","HM622359",""
"Hemidactylus_granchii","KC818679","","","","","","","KC818828","","","","","","","","KC818970","KC819031"
"Hemidactylus_graniticolus","","","","","","","","","","","","","","","","",""
"Hemidactylus_granosus","KF647571","","","","","KF647576","","KF647585","","","","","","","","KF647597","KF647606"
"Hemidactylus_granti","DQ120381","","","","","KC818759","","DQ120210","","","JQ982712","","","","","","KC819032"
"Hemidactylus_greeffii","DQ120415","","","","","HQ426542","","EU268401","","EU268369","EU268432","","EU268338","","","EU268308","HQ426459"
"Hemidactylus_gujaratensis","","","","","","","","","","","","","","","","",""
"Hemidactylus_hajarensis","JQ957105","","","","","JQ957129","","KC818830","","","JQ957328","","","","","KC818972","JQ957419"
"Hemidactylus_homoeolepis","JQ957112","","","","","KC818764","","KC818834","","","JQ957339","","","","","KC818973","JQ957422"
"Hemidactylus_hunae","","","","","","","","HM559606","","HM559640","","","HM559673","","","HM559706",""
"Hemidactylus_imbricatus","","","","","","HQ426587","","","","","","","","","","","HQ426506"
"Hemidactylus_inexpectatus","JQ957068","","","","","JQ957141","","JQ957210","","","JQ957363","","","","","","JQ957426"
"Hemidactylus_inintellectus","JQ982806","","","","","KC818768","","JQ982933","","","JQ982736","","","","","","KC819035"
"Hemidactylus_isolepis","KC818680","","","","","KC818769","","KC818835","","","","","","","","KC818974","KC819036"
"Hemidactylus_ituriensis","","","","","","","","","","","","","","","","",""
"Hemidactylus_jubensis","","","","","","","","","","","","","","","","",""
"Hemidactylus_jumailiae","KC818682","","","","","KC818770","","KC818838","","","","","","","","KC818975","KC819037"
"Hemidactylus_kamdemtohami","","","","","","","","","","","","","","","","",""
"Hemidactylus_karenorum","DQ120464","","","","","","","DQ120293","","EU268362","EU268425","","EU268331","","","EU268301",""
"Hemidactylus_klauberi","","","","","","","","","","","","","","","","",""
"Hemidactylus_kundaensis","","","","","","","","","","","","","","","","",""
"Hemidactylus_kushmorensis","","","","","","","","","","","","","","","","",""
"Hemidactylus_kyaboboensis","","","","","","","","","","","","","","","","",""
"Hemidactylus_laevis","","","","","","","","","","","","","","","","",""
"Hemidactylus_lamaensis","","","","","","","","","","","","","","","","",""
"Hemidactylus_lankae","","","","","","","","HM559615","","HM559648","","","HM559681","","","HM559714",""
"Hemidactylus_laticaudatus","","","","","","","","","","","","","","","","",""
"Hemidactylus_lavadeserticus","KC818684","","","","","","","HQ833746","","","","","","","","KC818976","KC819039"
"Hemidactylus_lemurinus","JQ957113","","","","","JQ957137","","KC818839","","","JQ957351","","","","","KC818978","JQ957423"
"Hemidactylus_leschenaultii","HM595698","","","","","","","HM921201","","HM559636","","","HM559669","","","HM559701",""
"Hemidactylus_longicephalus","DQ120417","","","","","HQ426544","","HM559603","","HM559637","","","HQ426200","","","HQ426289","HQ426460"
"Hemidactylus_lopezjuradoi","EU730640","","","","","","","EU730660","","","","","","","","","EU730681"
"Hemidactylus_luqueorum","JQ957107","","","","","JQ957147","","JQ957215","","","JQ957369","","","","","","JQ957428"
"Hemidactylus_mabouia","HM180323","AY863038","","JQ073124","","KC818771","","U69833","","JX041368","EU268424","","HQ426202","","","JQ073245","KC819040"
"Hemidactylus_macropholis","DQ120343","","","","","JQ957138","","DQ120208","","JX041369","JQ957356","","HQ426203","","","HQ426292","JQ957424"
"Hemidactylus_maculatus","HM595700","","","","","","","HM559607","","HM559641","","","HM559674","","","HM559707",""
"Hemidactylus_makolowodei","","","","","","","","","","","","","","","","",""
